ngcid,yearOfDiscovery,firstname,middlenames,lastname,yearOfBirth,yearOfDeath,telType,telInch
6679,1887,Lewis,,Swift,1820,1913,Refractor,16
6680,1864,Albert,,Marth,1828,1897,Reflector,48
6681,1780,Charles,,Messier,1730,1817,Refractor,3.3
6682,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6683,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6684,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6685,1887,Edward,,Swift,1871,,Refractor,16
6686,1887,Edward,,Swift,1871,,Refractor,16
6687,1883,Lewis,,Swift,1820,1913,Refractor,16
6688,1864,Albert,,Marth,1828,1897,Reflector,48
6689,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
6690,1884,Lewis,,Swift,1820,1913,Refractor,16
6691,1884,Lewis,,Swift,1820,1913,Refractor,16
6692,1883,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6693,1864,Albert,,Marth,1828,1897,Reflector,48
6694,1764,Charles,,Messier,1730,1817,Refractor,3.3
6695,1884,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6696,1884,Lewis,,Swift,1820,1913,Refractor,16
6697,1864,Albert,,Marth,1828,1897,Reflector,48
6698,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6699,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6700,1873,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6701,1883,Lewis,,Swift,1820,1913,Refractor,16
6702,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
6703,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
6704,1854,Friedrich,August Theodor,Winnecke,1835,1897,Refractor,3
6705,1681,Gottfried,,Kirch,1639,1710,Refractor,
6706,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6707,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6708,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6709,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6710,1864,Albert,,Marth,1828,1897,Reflector,48
6711,1885,Lewis,,Swift,1820,1913,Refractor,16
6712,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6713,1864,Albert,,Marth,1828,1897,Reflector,48
6714,1886,Lewis,,Swift,1820,1913,Refractor,16
6715,1778,Charles,,Messier,1730,1817,Refractor,3.3
6716,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6717,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6718,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6719,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6720,1779,Antoine,Darquier,de Pellepoix,1718,1802,Refractor,2.5
6721,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6722,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6723,1826,James,,Dunlop,1793,1848,Reflector,9
6724,1828,John,Frederick William,Herschel,1792,1871,Reflector,6.2
6725,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6726,1861,Johann,Friedrich Julius,Schmidt,1825,1884,Refractor,6.2
6727,1861,Johann,Friedrich Julius,Schmidt,1825,1884,Refractor,6.2
6728,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6729,1861,Johann,Friedrich Julius,Schmidt,1825,1884,Refractor,6.2
6730,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6731,1886,J.,Gerhard,Lohse,1851,1941,Refractor,15.5
6732,1886,Lewis,,Swift,1820,1913,Refractor,16
6733,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6734,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6735,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6736,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6737,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6738,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6739,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6740,1864,Albert,,Marth,1828,1897,Reflector,48
6741,1882,Edward,Charles,Pickering,1846,1919,Refractor,15
6742,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6743,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6744,1826,James,,Dunlop,1793,1848,Reflector,9
6745,1879,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6746,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6747,1886,Lewis,,Swift,1820,1913,Refractor,16
6748,1870,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6749,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6750,1885,Lewis,,Swift,1820,1913,Refractor,16
6751,1863,Albert,,Marth,1828,1897,Reflector,48
6752,1826,James,,Dunlop,1793,1848,Reflector,9
6753,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6754,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6755,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6756,1791,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6757,1884,Lewis,,Swift,1820,1913,Refractor,16
6758,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6759,1865,Auguste,,Voigt,1828,1909,Reflector,31
6760,1845,John,Russell,Hind,1823,1895,Refractor,7
6761,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6762,1884,Lewis,,Swift,1820,1913,Refractor,16
6763,1883,Lewis,,Swift,1820,1913,Refractor,16
6764,1885,Lewis,,Swift,1820,1913,Refractor,16
6765,1864,Albert,,Marth,1828,1897,Reflector,48
6766,1883,Edward,Charles,Pickering,1846,1919,Refractor,15
6767,1886,J.,Gerhard,Lohse,1851,1941,Refractor,15.5
6768,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6769,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6770,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6771,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6772,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6773,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6774,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6775,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6776,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6777,1751,Nicolas-Louis,,de Lacaille,1713,1762,Refractor,0.5
6778,1863,Albert,,Marth,1828,1897,Reflector,48
6779,1779,Charles,,Messier,1730,1817,Refractor,3.3
6780,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6781,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6782,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6783,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6784,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6785,1825,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6786,1886,Lewis,,Swift,1820,1913,Refractor,16
6787,1885,Lewis,,Swift,1820,1913,Refractor,16
6788,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6789,1883,Lewis,,Swift,1820,1913,Refractor,16
6790,1882,Edward,Charles,Pickering,1846,1919,Refractor,15
6791,1853,Friedrich,August Theodor,Winnecke,1835,1897,Refractor,3
6792,1886,J.,Gerhard,Lohse,1851,1941,Refractor,15.5
6793,1789,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6794,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6795,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6796,1885,Lewis,,Swift,1820,1913,Refractor,16
6797,1860,Christian,Heinrich Friedrich,Peters,1813,1890,Refractor,13.5
6798,1885,Lewis,,Swift,1820,1913,Refractor,16
6799,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6800,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6801,1886,Lewis,,Swift,1820,1913,Refractor,16
6802,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6803,1882,Edward,Charles,Pickering,1846,1919,Refractor,15
6804,1791,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6805,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6806,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6807,1882,Edward,Charles,Pickering,1846,1919,Refractor,15
6808,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6809,1751,Nicolas-Louis,,de Lacaille,1713,1762,Refractor,0.5
6810,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6811,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6812,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6813,1864,Albert,,Marth,1828,1897,Reflector,48
6814,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6815,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6816,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6817,1885,Lewis,,Swift,1820,1913,Refractor,16
6818,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6819,1784,Karoline,Lucretia,Herschel,1750,1848,Refractor,4.2
6820,1864,Albert,,Marth,1828,1897,Reflector,48
6821,1863,Albert,,Marth,1828,1897,Reflector,48
6822,1884,Edward,Emerson,Barnard,1857,1923,Refractor,5
6823,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6824,1792,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6825,1884,Edward,,Swift,1871,,Refractor,16
6826,1793,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6827,1878,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6828,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6829,1886,Lewis,,Swift,1820,1913,Refractor,16
6830,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6831,1886,Lewis,,Swift,1820,1913,Refractor,16
6832,1831,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6833,1883,Edward,Charles,Pickering,1846,1919,Refractor,15
6834,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6835,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6836,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6837,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6838,1745,Jean,Phillippe Loys,de Cheseaux,1718,1751,Refractor,
6839,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6840,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6841,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6842,1863,Albert,,Marth,1828,1897,Reflector,48
6843,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6844,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6845,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6846,1873,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6847,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6848,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6849,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6850,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6851,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6852,1863,Albert,,Marth,1828,1897,Reflector,48
6853,1764,Charles,,Messier,1730,1817,Refractor,3.3
6854,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6855,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6856,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6857,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6858,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6859,1852,George,Phillips,Bond,1825,1865,Refractor,15
6860,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6861,1826,James,,Dunlop,1793,1848,Reflector,9
6862,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6863,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6864,1780,Pierre,Francois Andre,Mechain,1744,1804,Refractor,3
6865,1863,Albert,,Marth,1828,1897,Reflector,48
6866,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6867,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6868,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6869,1884,Lewis,,Swift,1820,1913,Refractor,16
6870,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6871,1825,Friedrich,Georg Wilhelm,von Struve,1793,1864,Refractor,9.6
6872,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6873,1825,Friedrich,Georg Wilhelm,von Struve,1793,1864,Refractor,9.6
6874,1792,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6875,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6876,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6877,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6878,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6879,1883,Edward,Charles,Pickering,1846,1919,Refractor,15
6880,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6881,1881,Edward,Charles,Pickering,1846,1919,Refractor,15
6882,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6883,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6884,1884,Ralph,,Copeland,1837,1905,Refractor,
6885,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6886,1884,Ralph,,Copeland,1837,1905,Refractor,
6887,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6888,1792,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6889,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6890,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6891,1884,Ralph,,Copeland,1837,1905,Refractor,
6892,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
6893,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6894,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6895,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6896,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
6897,1863,Albert,,Marth,1828,1897,Reflector,48
6898,1863,Albert,,Marth,1828,1897,Reflector,48
6899,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6900,1863,Albert,,Marth,1828,1897,Reflector,48
6901,1863,Albert,,Marth,1828,1897,Reflector,48
6902,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6903,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6904,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6905,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6906,1863,Albert,,Marth,1828,1897,Reflector,48
6907,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6908,1864,Albert,,Marth,1828,1897,Reflector,48
6909,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6910,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6911,1885,Lewis,,Swift,1820,1913,Refractor,16
6912,1881,Edward,Singleton,Holden,1846,1914,Refractor,15.6
6913,1764,Charles,,Messier,1730,1817,Refractor,3.3
6914,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6915,1863,Albert,,Marth,1828,1897,Reflector,48
6916,1887,Lewis,,Swift,1820,1913,Refractor,16
6917,1863,Albert,,Marth,1828,1897,Reflector,48
6918,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6919,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6920,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6921,1863,Albert,,Marth,1828,1897,Reflector,48
6922,1863,Albert,,Marth,1828,1897,Reflector,48
6923,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6924,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
6925,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6926,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6927,1863,Albert,,Marth,1828,1897,Reflector,48
6928,1863,Albert,,Marth,1828,1897,Reflector,48
6929,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6930,1863,Albert,,Marth,1828,1897,Reflector,48
6931,1886,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
6932,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6933,1865,Per,Magnus Herman,Schultz,1823,1890,Refractor,9.6
6934,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6935,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6936,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
6937,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6938,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6939,1798,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6940,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6941,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6942,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6943,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6944,1863,Albert,,Marth,1828,1897,Reflector,48
6945,1864,Albert,,Marth,1828,1897,Reflector,48
6946,1798,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6947,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6948,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6949,1886,Lewis,,Swift,1820,1913,Refractor,16
6950,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6951,1885,Lewis,,Swift,1820,1913,Refractor,16
6952,1877,Jerome,Eugene,Coggia,1849,1919,Refractor,10.2
6953,1885,Lewis,,Swift,1820,1913,Refractor,16
6954,1863,Albert,,Marth,1828,1897,Reflector,48
6955,1863,Albert,,Marth,1828,1897,Reflector,48
6956,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6957,1863,Albert,,Marth,1828,1897,Reflector,48
6958,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6959,1884,Guillaume,,Bigourdan,1851,1932,Refractor,12
6960,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6961,1857,William,,Parsons,1800,1867,Reflector,72
6962,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6963,1885,Guillaume,,Bigourdan,1851,1932,Refractor,12
6964,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6965,1857,William,,Parsons,1800,1867,Reflector,72
6966,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
6967,1857,William,,Parsons,1800,1867,Reflector,72
6968,1883,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
6969,1863,Albert,,Marth,1828,1897,Reflector,48
6970,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6971,1863,Albert,,Marth,1828,1897,Reflector,48
6972,1863,Albert,,Marth,1828,1897,Reflector,48
6973,1886,Guillaume,,Bigourdan,1851,1932,Refractor,12
6974,1873,Lawrence,,Parsons,1840,1908,Reflector,72
6975,1886,Guillaume,,Bigourdan,1851,1932,Refractor,12
6976,1864,Albert,,Marth,1828,1897,Reflector,48
6977,1863,Albert,,Marth,1828,1897,Reflector,48
6978,1863,Albert,,Marth,1828,1897,Reflector,48
6979,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6980,1886,Guillaume,,Bigourdan,1851,1932,Refractor,12
6981,1780,Pierre,Francois Andre,Mechain,1744,1804,Refractor,3
6982,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6983,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6984,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6985,1886,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
6986,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
6987,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6988,1863,Albert,,Marth,1828,1897,Reflector,48
6989,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6990,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6991,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6992,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6993,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
6994,1780,Charles,,Messier,1730,1817,Refractor,3.3
6995,1825,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6996,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
6997,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
6998,1864,Albert,,Marth,1828,1897,Reflector,48
6999,1864,Albert,,Marth,1828,1897,Reflector,48
7000,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7001,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7002,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7003,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
7004,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7005,1855,Heinrich,Louis,d'Arrest,1822,1875,Refractor,4.6
7006,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7007,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7008,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7009,1782,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7010,1823,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7011,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7012,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7013,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7014,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7015,1878,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7016,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7017,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7018,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7019,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7020,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7021,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7022,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7023,1794,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7024,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7025,1863,Albert,,Marth,1828,1897,Reflector,48
7026,1873,Sherbourne,Wesley,Burnham,1838,1921,Refractor,6
7027,1878,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7028,1863,Albert,,Marth,1828,1897,Reflector,48
7029,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7030,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7031,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7032,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7033,1863,Albert,,Marth,1828,1897,Reflector,48
7034,1863,Albert,,Marth,1828,1897,Reflector,48
7035,1886,Frank,,Muller,1862,1917,Refractor,26
7036,1825,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7037,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7038,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7039,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7040,1882,Mark,Walrod,Harrington,1848,1926,Refractor,12.5
7041,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7042,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7043,1863,Albert,,Marth,1828,1897,Reflector,48
7044,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7045,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7046,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7047,1873,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7048,1878,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7049,1826,James,,Dunlop,1793,1848,Reflector,9
7050,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7051,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7052,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7053,1863,Albert,,Marth,1828,1897,Reflector,48
7054,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7055,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7056,1863,Albert,,Marth,1828,1897,Reflector,48
7057,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7058,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7059,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7060,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7061,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7062,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7063,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7064,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7065,1864,Albert,,Marth,1828,1897,Reflector,48
7066,1886,Lewis,,Swift,1820,1913,Refractor,16
7067,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7068,1863,Albert,,Marth,1828,1897,Reflector,48
7069,1863,Albert,,Marth,1828,1897,Reflector,48
7070,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7071,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7072,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7073,1864,Albert,,Marth,1828,1897,Reflector,48
7074,1863,Albert,,Marth,1828,1897,Reflector,48
7075,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7076,1794,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7077,1863,Albert,,Marth,1828,1897,Reflector,48
7078,1746,Jean-Dominique,,Maraldi,1709,1788,Refractor,
7079,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7080,1863,Albert,,Marth,1828,1897,Reflector,48
7081,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7082,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7083,1826,James,,Dunlop,1793,1848,Reflector,9
7084,1825,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7085,1864,Albert,,Marth,1828,1897,Reflector,48
7086,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7087,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7088,1880,Joseph,,Baxendell,1815,1887,Refractor,6
7089,1746,Jean-Dominique,,Maraldi,1709,1788,Refractor,
7090,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7091,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7092,-325,Aristoteles,,,-384,-322,Naked Eye,0.27
